31	17	10.000000000000002
10	12	10.000242626804223
13	28	10.017792089626592
19	39	10.07729386771141
13	32	10.103018701840272
30	10	10.11712618188691
11	34	10.217143793674579
23	12	10.254120333126329
13	14	10.290108315317127
35	23	10.432091965070393
13	9	10.480565337778195
35	27	10.52117545542751
26	22	10.5267127592709
18	22	10.534709211222902
3	21	10.556401020716855
25	17	10.712334598267736
3	27	10.744290763390831
13	19	10.829088765139328
11	30	10.849689116423715
32	41	10.851595015362438
38	39	10.852470319073827
23	34	10.853927815325527
27	41	10.853927815325527
32	5	10.924225895586982
28	27	10.943012042952637
13	6	10.945025907798724
26	19	10.991575321510435
8	29	11.028309564960932
25	32	11.040210942649967
14	26	11.040210942649967
27	5	11.053379335827666
25	4	11.11288611064913
10	22	11.121116890639389
13	7	11.165324349048694
13	3	11.173635621064447
40	5	11.204054519045705
8	38	11.286569131836782
30	15	11.32340399160826
17	34	11.357961165560784
13	12	11.375157831571817
2	31	11.379809268008026
33	31	11.398738710104839
8	23	11.401307335110067
30	37	11.410281354398514
23	28	11.51690727738447
8	4	11.550838923009886
39	34	11.577523003013894
28	21	11.673683726380242
28	14	11.731889546562314
21	7	11.7980051496205
27	7	11.834105461975035
40	21	11.856031985919968
11	41	11.885080254920764
2	34	11.947202289371372
38	30	11.955748595327142
38	12	11.955748595327142
6	31	11.961989314011758
11	23	11.976747934152307
19	17	11.99539624374225
6	14	12.030668793661675
13	5	12.097068559347044
40	27	12.154799762441536
10	1	12.205978803612322
28	31	12.409624236446044
3	14	12.439832699749498
13	34	12.482569331581976
25	28	12.486564682384527
38	31	12.553517107345003
12	24	12.592095012994237
13	23	12.59914940036583
25	38	12.752779283652066
38	22	12.785691084514886
3	40	12.932818532818535
2	9	12.976661144283883
4	2	13.048117780953039
38	17	13.082927633561134
25	21	13.12391759515905
38	14	13.166951814688899
33	5	13.199767022228464
25	10	13.269480123942976
19	21	13.29602596762076
32	27	13.313195548489666
3	4	13.396804473220037
10	21	13.438888261990867
3	34	13.515949963503838
10	9	13.517742890172059
13	30	13.577556930729074
11	10	13.618141870036794
38	21	13.629553398672941
40	2	13.716625716625716
27	12	13.750275747671592
21	17	13.75392563395505
4	7	13.765553271163794
13	1	13.781186918648023
28	4	13.971235358371459
6	9	14.088834305252833
25	12	14.102437865950543
19	31	14.138765742316837
38	34	14.197451456950978
11	4	14.224710580281076
28	17	14.243638149829405
28	32	14.244769025970967
30	5	14.256116319623127
23	29	14.259551085246258
11	8	14.460575688656851
26	12	14.674437002600177
32	31	14.99866969361854
8	32	15.007900189092085
5	17	15.025466859841282
14	9	15.13337680005873
11	7	15.148677187726713
30	39	15.252120448428082
11	3	15.290153547732753
30	17	15.314232832445764
14	37	15.438274058813684
23	38	15.450482593655387
25	40	15.488128862128342
30	40	15.49057703975689
14	29	15.492956607674989
10	5	15.500960013879524
6	4	15.529311100718289
11	27	15.610675165066988
40	22	15.67579046088442
16	22	15.693394836125782
8	15	15.750433801364231
11	31	15.795013490754624
25	39	15.848317905433651
29	36	15.948098834128247
14	33	15.972198989189721
22	19	15.97849153206796
30	36	16.030480910476864
10	28	16.117753895095984
11	9	16.152513506917785
23	30	16.261479335247135
25	19	16.303340589514647
3	28	16.353579736121688
6	28	16.51368447020608
28	2	16.540095288560686
38	28	16.558080286225813
27	34	16.59789578211291
11	24	16.700410457929806
38	6	16.820906957435742
6	26	16.914301536715676
29	15	16.958870917258615
12	17	16.9652357891118
11	40	17.04180377143724
30	33	17.080045816609843
28	5	17.168749766618905
21	34	17.20486107750738
8	6	17.217894939154093
8	27	17.244649706539157
4	17	17.306953379812473
12	7	17.31601828262028
25	2	17.33729372335684
19	12	17.388831542615527
6	32	17.423579229933473
28	40	17.465762931958263
2	21	17.54697493689545
14	24	17.569945636705793
11	14	17.577022478129912
22	34	17.63526426849497
32	9	17.690769777131628
11	13	17.747620122809504
23	36	17.759605617391696
6	40	17.853890997112895
13	4	17.956298941122665
24	5	17.969693405561976
28	41	18.07095937849351
6	17	18.085500458289783
7	34	18.15074139511126
10	6	18.241950128261937
6	39	18.259661247047276
14	15	18.36997129894141
35	14	18.421376517323715
5	34	18.50906422609793
3	10	18.708391226977746
8	28	18.769108260918106
41	12	18.8109485530613
11	28	18.872137964174534
11	1	18.896542348268476
13	8	18.978375581503844
23	22	19.16566144827877
22	20	19.21617396384564
28	12	19.228618267660174
6	12	19.24409515775765
4	1	19.365924755062473
8	40	19.441946395592456
40	34	19.459601951442725
41	9	19.459601951442725
28	34	19.542596366204723
8	41	19.68037602820211
8	22	19.79848571883036
22	39	20.043460880401387
11	17	20.199716682434516
30	9	20.447080495189013
1	12	20.513801477593184
41	34	20.57493857493857
30	34	20.65083848283779
41	5	20.702904211353957
11	5	20.725016584892106
32	2	20.882636379330734
14	40	20.974606960515263
30	31	21.011779297011305
2	12	21.015272270558842
8	17	21.145468591936623
9	7	21.19350534710132
14	39	21.29617718542647
2	7	21.43150293021489
11	26	22.172395598283057
25	11	22.317363746391116
11	22	22.55875183477687
11	39	22.573138263673563
40	41	22.573138263673563
1	34	22.68564026206628
14	5	22.72553491987951
6	21	22.834507988560024
40	39	23.009820997941052
28	9	23.09792583659253
12	39	23.243957373447163
13	15	23.245011730563157
14	36	23.551849710393622
3	12	23.853896450105086
8	21	23.974728250334692
6	19	24.042154052131785
30	21	24.13727148343637
9	12	24.143329871095847
30	27	24.231115844291022
10	7	24.341016944663686
11	12	24.483294232530426
10	2	24.659645168059765
33	36	24.69093687178103
28	19	25.19323466927853
9	31	25.22140839546054
8	10	25.495291080824384
11	19	25.756748472132315
22	21	25.79959282234615
8	30	26.264343262764843
13	29	26.568342003182615
3	9	26.61427579546769
12	5	26.791587228834203
14	17	26.863735233358227
26	39	27.098757795809824
33	29	27.31535156623979
23	14	27.540602608629474
3	2	27.931485874896353
36	37	28.42348209875122
29	17	28.74945594604697
35	22	29.14404393983575
11	2	30.186500419749663
10	19	30.27568886600368
8	7	30.424653473036514
11	32	30.583018472219354
6	2	30.645168772546462
8	2	30.822037848133583
1	5	30.982850878956306
30	12	31.723270256114507
8	3	31.900548127313876
9	5	32.05372288186092
2	5	32.16094885690431
9	34	32.191444779288396
1	9	32.194810230132404
5	7	32.53649788418158
11	21	32.68668518203514
1	2	35.28566909210495
8	9	35.37084254619387
12	21	36.57455259601981
38	19	36.88556119134199
14	21	37.06760916148941
3	7	37.19621165323341
11	6	37.22026457982473
30	22	37.86212873849807
26	21	38.72892861271283
27	31	39.07963695197602
22	12	39.21543798242731
8	1	39.65278218783541
15	17	40.71695156899574
18	20	41.034272476725214
10	4	41.03754308816565
39	21	41.17177891451323
14	34	41.61019856120366
40	12	41.85410860514641
8	5	41.98438179099354
16	18	42.91288979289806
1	7	44.44014033738937
13	17	45.99020365858553
3	1	47.71400176068281
3	41	48.27954841968254
3	5	50.48696147235156
8	14	52.74884274900277
4	19	53.80556992599745
35	30	55.71088810210244
27	9	59.327685500797266
30	14	59.669580616261044
14	22	61.59149599892652
12	34	64.325103936339
14	12	72.2485975891123
8	34	81.99623724964054
8	12	94.37957920897196
25	6	121.51807097743502
16	20	157.99055126545184
